expected,predicted,edgeid,term,closests_zero,closests_one,n_zeros,n_ones,tree
1,0.7583024410504896,27,GO:0035064,18,6,1,6,PTHR12628-1
1,0.7756717906637804,43,GO:0035064,19,6,1,6,PTHR12628-1
1,0.7660381024405493,47,GO:0035064,17,6,1,6,PTHR12628-1
0,0.6234234987307802,64,GO:0035064,NA,17,1,6,PTHR12628-1
0,0.5662702816470254,40,GO:0050072,NA,23,1,1,PTHR12629-1
1,0.4056744005998317,73,GO:0050072,23,NA,1,1,PTHR12629-1
1,0.5773898280008524,3,GO:0015693,23,14,1,3,PTHR12692-1
1,0.5934782827784835,21,GO:0015693,15,8,1,3,PTHR12692-1
0,0.6714744311627316,23,GO:0015693,NA,13,1,3,PTHR12692-1
1,0.58000881715619,41,GO:0015693,13,8,1,3,PTHR12692-1
0,0.5011839922497041,96,GO:0005829,NA,8,1,1,PTHR12702-1
1,0.3014806074221874,111,GO:0005829,8,NA,1,1,PTHR12702-1
1,0.5395971084558406,77,GO:0005096,40,23,1,3,PTHR12771-1
1,0.6430666052913577,97,GO:0005096,40,9,1,3,PTHR12771-1
1,0.6229954950893174,104,GO:0005096,39,9,1,3,PTHR12771-1
0,0.6310117177625768,210,GO:0005096,NA,39,1,3,PTHR12771-1
1,0.4575612603926728,1,GO:0005829,24,NA,1,1,PTHR12777-1
0,0.42537318542185104,79,GO:0005829,NA,24,1,1,PTHR12777-1
1,0.4566500190221757,16,GO:0018271,27,NA,1,1,PTHR12835-1
0,0.4983791576121188,87,GO:0018271,NA,27,1,1,PTHR12835-1
0,0.703767402431977,1,GO:0001578,NA,19,1,4,PTHR12932-1
1,0.6613426355179657,19,GO:0001578,22,8,1,4,PTHR12932-1
1,0.6760936105519896,24,GO:0001578,22,8,1,4,PTHR12932-1
1,0.5780346417912169,36,GO:0001578,22,18,1,4,PTHR12932-1
1,0.54169745125158,61,GO:0001578,19,21,1,4,PTHR12932-1
0,0.6212247636841737,5,GO:0000122,NA,18,1,2,PTHR12958-1
1,0.4443060903797517,26,GO:0000122,18,20,1,2,PTHR12958-1
1,0.4021125002542297,44,GO:0000122,20,20,1,2,PTHR12958-1
1,0.32071974929268904,1,GO:0003714,6,NA,1,1,PTHR12958-2
0,0.6491090396717633,5,GO:0003714,NA,6,1,1,PTHR12958-2
1,0.4014209482905501,1,GO:0000776,21,NA,1,1,PTHR13003-1
0,0.5310816854914041,28,GO:0000776,NA,21,1,1,PTHR13003-1
1,0.38648422597685683,5,GO:0006390,17,NA,1,1,PTHR13068-1
0,0.5170359033687892,46,GO:0006390,NA,17,1,1,PTHR13068-1
0,0.659895709257346,1,GO:0016422,NA,6,1,1,PTHR13107-1
1,0.31000730827476847,5,GO:0016422,6,NA,1,1,PTHR13107-1
1,0.5842278607918507,1,GO:0000184,23,16,1,4,PTHR13112-1
0,0.695291740339759,22,GO:0000184,NA,17,1,4,PTHR13112-1
1,0.5720476440727484,46,GO:0000184,17,6,1,4,PTHR13112-1
1,0.6568301294879468,47,GO:0000184,21,6,1,4,PTHR13112-1
1,0.48339487352657523,79,GO:0000184,27,14,1,4,PTHR13112-1
0,0.5480192729598925,1,GO:0046540,NA,25,1,1,PTHR13138-1
1,0.37710434099715373,36,GO:0046540,25,NA,1,1,PTHR13138-1
0,0.6540233160729783,35,GO:0007117,NA,6,1,1,PTHR13182-1
1,0.2604252258179131,38,GO:0007117,6,NA,1,1,PTHR13182-1
1,0.4156024810419635,34,GO:0008033,16,NA,1,1,PTHR13348-1
0,0.4562059834400091,64,GO:0008033,NA,16,1,1,PTHR13348-1
0,0.5728030600420948,1,GO:0030897,NA,21,1,1,PTHR13364-1
1,0.3423827245327138,28,GO:0030897,21,NA,1,1,PTHR13364-1
1,0.31432038606439394,1,GO:0048024,6,NA,1,1,PTHR13393-1
0,0.6679421741797138,5,GO:0048024,NA,6,1,1,PTHR13393-1
1,0.5958523476371439,140,GO:0004758,6,23,1,11,PTHR13693-1
0,0.8720417902162405,144,GO:0004758,NA,6,1,11,PTHR13693-1
1,0.7959943774170095,177,GO:0004758,22,7,1,11,PTHR13693-1
1,0.7975289724896528,181,GO:0004758,21,7,1,11,PTHR13693-1
1,0.7095216076481216,215,GO:0004758,22,15,1,11,PTHR13693-1
1,0.7555599131631012,221,GO:0004758,38,20,1,11,PTHR13693-1
1,0.8154703899272792,241,GO:0004758,38,6,1,11,PTHR13693-1
1,0.8183713904618872,245,GO:0004758,36,6,1,11,PTHR13693-1
1,0.7670768642688338,273,GO:0004758,30,18,1,11,PTHR13693-1
1,0.7469611222452689,284,GO:0004758,28,17,1,11,PTHR13693-1
1,0.8804000008817058,333,GO:0004758,25,2,1,11,PTHR13693-1
1,0.8815607887527807,334,GO:0004758,25,2,1,11,PTHR13693-1
1,0.7543272630052962,58,GO:0000723,28,6,1,5,PTHR13710-1
1,0.7330897454835502,62,GO:0000723,26,6,1,5,PTHR13710-1
1,0.6024439119747684,121,GO:0000723,26,28,1,5,PTHR13710-1
0,0.6789188642813276,226,GO:0000723,NA,20,1,5,PTHR13710-1
1,0.6274675119653159,258,GO:0000723,27,23,1,5,PTHR13710-1
1,0.6114984246097835,314,GO:0000723,20,23,1,5,PTHR13710-1
1,0.47676938097954913,58,GO:0005730,6,27,1,4,PTHR13710-2
0,0.77091727089712,62,GO:0005730,NA,6,1,4,PTHR13710-2
1,0.5850442132549936,254,GO:0005730,37,22,1,4,PTHR13710-2
1,0.6518043724285186,314,GO:0005730,28,7,1,4,PTHR13710-2
1,0.6351846126703502,326,GO:0005730,25,7,1,4,PTHR13710-2
0,0.6340434929039817,29,GO:0005730,NA,22,1,2,PTHR13718-1
1,0.47300558720217867,84,GO:0005730,22,19,1,2,PTHR13718-1
1,0.46994064629568294,184,GO:0005730,27,19,1,2,PTHR13718-1
1,0.33893878928786564,42,GO:0000331,12,NA,1,1,PTHR13743-1
0,0.43952599724435504,280,GO:0000331,NA,12,1,1,PTHR13743-1
1,0.3039874243357819,42,GO:0006907,12,NA,1,1,PTHR13743-2
0,0.45012346382689367,278,GO:0006907,NA,12,1,1,PTHR13743-2
1,0.38068391329478807,42,GO:0006909,12,22,1,2,PTHR13743-3
1,0.5065066558951594,188,GO:0006909,18,22,1,2,PTHR13743-3
0,0.493327928630711,278,GO:0006909,NA,12,1,2,PTHR13743-3
0,0.6808268622517881,1,GO:0004713,NA,6,1,1,PTHR13759-1
1,0.32212755583464814,5,GO:0004713,6,NA,1,1,PTHR13759-1
1,0.5653220847505444,21,GO:0007156,18,14,1,4,PTHR13817-1
1,0.6555436207103447,394,GO:0007156,23,8,1,4,PTHR13817-1
1,0.6911258104627405,403,GO:0007156,19,8,1,4,PTHR13817-1
1,0.6210272623628654,426,GO:0007156,18,9,1,4,PTHR13817-1
0,0.671866678068511,514,GO:0007156,NA,18,1,4,PTHR13817-1
0,0.6439695786305456,42,GO:0051015,NA,6,1,1,PTHR13843-1
1,0.2880315044904952,46,GO:0051015,6,NA,1,1,PTHR13843-1
1,0.502794264625485,1,GO:0014824,19,18,1,3,PTHR13874-1
0,0.5824637820974634,17,GO:0014824,NA,19,1,3,PTHR13874-1
1,0.6615728842696359,38,GO:0014824,20,5,1,3,PTHR13874-1
1,0.647164693861293,42,GO:0014824,19,5,1,3,PTHR13874-1
1,0.43873979899122334,1,GO:0030593,19,19,1,2,PTHR13874-2
1,0.46605646179460963,17,GO:0030593,20,19,1,2,PTHR13874-2
0,0.5809787097436536,38,GO:0030593,NA,19,1,2,PTHR13874-2
1,0.7448526092809045,1,GO:0015095,25,21,1,11,PTHR13890-1
1,0.7474615365275933,22,GO:0015095,20,8,1,11,PTHR13890-1
1,0.7490362691309147,26,GO:0015095,20,8,1,11,PTHR13890-1
1,0.6691107510414935,60,GO:0015095,15,13,1,11,PTHR13890-1
1,0.7235725594271132,91,GO:0015095,16,11,1,11,PTHR13890-1
1,0.7818866599542825,116,GO:0015095,17,7,1,11,PTHR13890-1
1,0.8985174653488899,123,GO:0015095,18,2,1,11,PTHR13890-1
1,0.8951581945060325,124,GO:0015095,18,2,1,11,PTHR13890-1
1,0.8673681950197145,142,GO:0015095,13,2,1,11,PTHR13890-1
1,0.8629507686120956,143,GO:0015095,13,2,1,11,PTHR13890-1
0,0.9058579367565339,162,GO:0015095,NA,2,1,11,PTHR13890-1
1,0.36778373073898657,165,GO:0015095,2,13,1,11,PTHR13890-1
0,0.7341943900375423,3,GO:0004402,NA,5,1,2,PTHR13900-1
1,0.3309291964645083,7,GO:0004402,5,22,1,2,PTHR13900-1
1,0.45641708123290037,45,GO:0004402,25,22,1,2,PTHR13900-1
0,0.7133930350383444,23,GO:0004672,NA,26,1,5,PTHR13902-1
1,0.6400612673165667,55,GO:0004672,29,20,1,5,PTHR13902-1
1,0.7286056297958396,73,GO:0004672,29,6,1,5,PTHR13902-1
1,0.7167964013616158,77,GO:0004672,27,6,1,5,PTHR13902-1
1,0.6257185795069505,221,GO:0004672,27,9,1,5,PTHR13902-1
1,0.6068652589541161,257,GO:0004672,26,9,1,5,PTHR13902-1
0,0.6020173465480612,23,GO:0005524,NA,27,1,2,PTHR13902-2
1,0.5994276393524474,73,GO:0005524,29,6,1,2,PTHR13902-2
1,0.6140875151815889,78,GO:0005524,27,6,1,2,PTHR13902-2
0,0.5786638715363566,86,GO:0002040,NA,11,1,1,PTHR14002-1
1,0.3406318339925354,119,GO:0002040,11,NA,1,1,PTHR14002-1
0,0.6973145672350278,82,GO:0007179,NA,10,1,3,PTHR14002-2
1,0.4982477771328914,90,GO:0007179,10,15,1,3,PTHR14002-2
1,0.6591262538442737,98,GO:0007179,17,6,1,3,PTHR14002-2
1,0.6534129401703368,102,GO:0007179,15,6,1,3,PTHR14002-2
1,0.37777285763568336,55,GO:0010468,16,NA,1,1,PTHR14002-3
0,0.5360235188719691,113,GO:0010468,NA,16,1,1,PTHR14002-3
1,0.6680415282476402,35,GO:0005634,23,14,1,5,PTHR14089-1
1,0.6378763507240703,56,GO:0005634,15,12,1,5,PTHR14089-1
1,0.6183512047308877,62,GO:0005634,13,12,1,5,PTHR14089-1
1,0.5608873711625527,76,GO:0005634,7,18,1,5,PTHR14089-1
0,0.7254989589129146,86,GO:0005634,NA,7,1,5,PTHR14089-1
1,0.5499997302441526,124,GO:0005634,14,17,1,5,PTHR14089-1
1,0.33104075581251213,17,GO:0005096,11,NA,1,1,PTHR14149-1
0,0.4258410239617276,132,GO:0005096,NA,11,1,1,PTHR14149-1
0,0.6026735441427425,52,GO:0005634,NA,20,1,2,PTHR14191-1
1,0.7611090690215007,77,GO:0005634,20,2,1,2,PTHR14191-1
1,0.7670557510716669,78,GO:0005634,20,2,1,2,PTHR14191-1
1,0.5498099850521155,74,GO:0004622,20,21,1,3,PTHR14226-1
0,0.6781125009301002,97,GO:0004622,NA,19,1,3,PTHR14226-1
1,0.5360310060149387,124,GO:0004622,19,17,1,3,PTHR14226-1
1,0.5506267713635716,137,GO:0004622,24,17,1,3,PTHR14226-1
0,0.6337607264964004,6,GO:0008823,NA,16,1,3,PTHR14239-1
1,0.5618487406695544,24,GO:0008823,17,17,1,3,PTHR14239-1
1,0.5262261774020707,43,GO:0008823,17,17,1,3,PTHR14239-1
1,0.5165008254091452,65,GO:0008823,16,17,1,3,PTHR14239-1
0,0.6720373370821203,6,GO:0015677,NA,16,1,3,PTHR14239-2
1,0.5381012218679763,24,GO:0015677,17,17,1,3,PTHR14239-2
1,0.5352719827119667,43,GO:0015677,17,17,1,3,PTHR14239-2
1,0.5411490597113978,65,GO:0015677,16,17,1,3,PTHR14239-2
0,0.6627777746234256,6,GO:0052851,NA,16,1,3,PTHR14239-3
1,0.5406465842229711,24,GO:0052851,17,17,1,3,PTHR14239-3
1,0.5429539541073054,43,GO:0052851,17,17,1,3,PTHR14239-3
1,0.5244592193114026,65,GO:0052851,16,17,1,3,PTHR14239-3
0,0.6459407807791949,6,GO:0098706,NA,16,1,3,PTHR14239-4
1,0.5455961168401043,24,GO:0098706,17,17,1,3,PTHR14239-4
1,0.5497706582580271,43,GO:0098706,17,17,1,3,PTHR14239-4
1,0.5215167223609244,65,GO:0098706,16,17,1,3,PTHR14239-4
1,0.2649547278942864,1,GO:0043280,5,NA,1,1,PTHR14299-1
0,0.24478991555110652,7,GO:0043280,NA,5,1,1,PTHR14299-1
1,0.22562047031116322,1,GO:0042802,5,NA,1,1,PTHR14313-1
0,0.42745059160745763,4,GO:0042802,NA,5,1,1,PTHR14313-1
1,0.23715631435061635,1,GO:0051260,5,NA,1,1,PTHR14313-2
0,0.42323617882691916,4,GO:0051260,NA,5,1,1,PTHR14313-2
0,0.6529945101539708,1,GO:0003950,NA,22,1,3,PTHR14453-1
1,0.5455949748032558,23,GO:0003950,22,20,1,3,PTHR14453-1
1,0.5786723551890552,42,GO:0003950,25,13,1,3,PTHR14453-1
1,0.6176304533250672,54,GO:0003950,24,13,1,3,PTHR14453-1
0,0.6332306775899089,1,GO:0070212,NA,22,1,3,PTHR14453-2
1,0.5160996224963575,23,GO:0070212,22,20,1,3,PTHR14453-2
1,0.5850375547365769,42,GO:0070212,25,13,1,3,PTHR14453-2
1,0.5586371030599825,54,GO:0070212,24,13,1,3,PTHR14453-2
0,0.5942367548303727,1,GO:0070403,NA,24,1,2,PTHR14453-3
1,0.5284178811143497,42,GO:0070403,25,13,1,2,PTHR14453-3
1,0.48432811349988375,54,GO:0070403,24,13,1,2,PTHR14453-3
1,0.4999249732713854,17,GO:0051092,21,22,1,2,PTHR14559-1
1,0.49006324638662035,40,GO:0051092,19,22,1,2,PTHR14559-1
0,0.6085622614818659,61,GO:0051092,NA,19,1,2,PTHR14559-1
0,0.5404916576782849,1,GO:0005540,NA,22,1,1,PTHR14789-1
1,0.4091967895676514,44,GO:0005540,22,NA,1,1,PTHR14789-1
1,0.4347371812678689,60,GO:0001701,25,NA,1,1,PTHR14949-1
0,0.5879044746218643,100,GO:0001701,NA,25,1,1,PTHR14949-1
0,0.5683264493629381,108,GO:0042577,NA,19,1,1,PTHR14969-1
1,0.43809869179372263,124,GO:0042577,19,NA,1,1,PTHR14969-1
0,0.7730240133307152,58,GO:0050885,NA,4,1,2,PTHR15036-1
1,0.3039081597732838,60,GO:0050885,4,27,1,2,PTHR15036-1
1,0.49469593190092176,205,GO:0050885,27,27,1,2,PTHR15036-1
0,0.6226918607285516,1,GO:0005669,NA,21,1,2,PTHR15137-1
1,0.4819629607508797,31,GO:0005669,21,18,1,2,PTHR15137-1
1,0.4463497083293524,41,GO:0005669,25,18,1,2,PTHR15137-1
0,0.6260316186532007,1,GO:0000387,NA,10,1,1,PTHR15481-1
1,0.38876683497286973,16,GO:0000387,10,NA,1,1,PTHR15481-1
1,0.682361785186597,27,GO:0005737,18,6,1,4,PTHR15597-1
1,0.6684079343651972,31,GO:0005737,16,6,1,4,PTHR15597-1
0,0.6844150839814825,50,GO:0005737,NA,16,1,4,PTHR15597-1
1,0.5703145578677734,71,GO:0005737,19,10,1,4,PTHR15597-1
1,0.5754245603898063,77,GO:0005737,19,10,1,4,PTHR15597-1
0,0.5436734157629584,1,GO:0005096,NA,20,1,1,PTHR15670-1
1,0.31586384765998243,29,GO:0005096,20,NA,1,1,PTHR15670-1
1,0.48047915249337725,1,GO:0042803,32,33,1,2,PTHR15741-1
1,0.47825827640301116,37,GO:0042803,29,33,1,2,PTHR15741-1
0,0.6308207467455821,88,GO:0042803,NA,29,1,2,PTHR15741-1
1,0.49605131004796205,1,GO:0046982,33,32,1,2,PTHR15741-2
0,0.6216639325604848,37,GO:0046982,NA,29,1,2,PTHR15741-2
1,0.48564437894194085,88,GO:0046982,29,32,1,2,PTHR15741-2
1,0.4747295113053364,2,GO:0000724,23,NA,1,1,PTHR15749-1
0,0.44148604719562967,55,GO:0000724,NA,23,1,1,PTHR15749-1
0,0.5833592484056004,42,GO:0000290,NA,12,1,2,PTHR16290-1
1,0.5875584200972146,54,GO:0000290,16,6,1,2,PTHR16290-1
1,0.4849916587297149,63,GO:0000290,12,6,1,2,PTHR16290-1
0,0.5823835320404378,5,GO:0038065,NA,14,1,1,PTHR16469-1
1,0.38508855926529284,20,GO:0038065,14,NA,1,1,PTHR16469-1
0,0.5885942807340279,5,GO:0070527,NA,14,1,1,PTHR16469-2
1,0.4105856890214688,20,GO:0070527,14,NA,1,1,PTHR16469-2
1,0.5241564199900425,1,GO:0006307,20,23,1,2,PTHR16557-1
0,0.5278813625584976,40,GO:0006307,NA,11,1,2,PTHR16557-1
1,0.2635246654861581,84,GO:0006307,11,23,1,2,PTHR16557-1
1,0.1418029827101652,5,GO:0043392,2,NA,1,1,PTHR16833-1
0,0.7245716292415864,6,GO:0043392,NA,2,1,1,PTHR16833-1
0,0.5150279385566903,8,GO:0030282,NA,12,1,1,PTHR17223-1
1,0.29149970744616044,24,GO:0030282,12,NA,1,1,PTHR17223-1
1,0.3318169360879478,1,GO:0000776,6,NA,1,1,PTHR18874-1
0,0.6276290386706732,5,GO:0000776,NA,6,1,1,PTHR18874-1
1,0.6279664373113585,143,GO:0003924,29,26,1,5,PTHR18884-1
0,0.7288841021732803,281,GO:0003924,NA,21,1,5,PTHR18884-1
1,0.614683104797756,322,GO:0003924,21,19,1,5,PTHR18884-1
1,0.6047277283253719,336,GO:0003924,22,19,1,5,PTHR18884-1
1,0.6092247150379597,447,GO:0003924,24,20,1,5,PTHR18884-1
1,0.6234329188290377,531,GO:0003924,24,20,1,5,PTHR18884-1
1,0.21728063663018563,267,GO:0016036,4,NA,1,1,PTHR18896-1
0,0.68174613008448115,272,GO:0016036,NA,4,1,1,PTHR18896-1
0,0.6054513892530645,78,GO:0005777,NA,21,1,2,PTHR18919-1
1,0.46522430433134043,214,GO:0005777,21,10,1,2,PTHR18919-1
1,0.5150664919123862,241,GO:0005777,25,10,1,2,PTHR18919-1
1,0.5458130833364998,5,GO:0016323,32,27,1,3,PTHR18952-1
1,0.5418267685212688,204,GO:0016323,21,27,1,3,PTHR18952-1
0,0.6792618912349776,216,GO:0016323,NA,21,1,3,PTHR18952-1
1,0.5304709356683658,413,GO:0016323,33,28,1,3,PTHR18952-1
1,0.6355735623659174,48,GO:0001540,19,6,1,3,PTHR18976-1
1,0.6406847667047051,53,GO:0001540,17,6,1,3,PTHR18976-1
1,0.4090119973082987,71,GO:0001540,6,19,1,3,PTHR18976-1
0,0.7355780662220911,79,GO:0001540,NA,6,1,3,PTHR18976-1
0,0.6763092847873338,4,GO:0034362,NA,18,1,4,PTHR18976-2
1,0.561159238319319,53,GO:0034362,19,17,1,4,PTHR18976-2
1,0.7125931792614815,71,GO:0034362,20,6,1,4,PTHR18976-2
1,0.8474523376844532,78,GO:0034362,18,2,1,4,PTHR18976-2
1,0.8533011808118703,79,GO:0034362,18,2,1,4,PTHR18976-2
1,0.4846176044936612,17,GO:0042803,19,21,1,2,PTHR18976-3
1,0.3492430367785836,71,GO:0042803,6,21,1,2,PTHR18976-3
0,0.695588813960875,79,GO:0042803,NA,6,1,2,PTHR18976-3
1,0.4027221852381492,111,GO:0042254,31,NA,1,1,PTHR19211-1
0,0.5586792673045415,160,GO:0042254,NA,31,1,1,PTHR19211-1
0,0.7457070738617788,5,GO:0033344,NA,18,1,6,PTHR19241-1
1,0.7513153638452471,22,GO:0033344,20,6,1,6,PTHR19241-1
1,0.7325317561775115,26,GO:0033344,18,6,1,6,PTHR19241-1
1,0.7409987943833944,138,GO:0033344,34,6,1,6,PTHR19241-1
1,0.7544289476176128,142,GO:0033344,32,6,1,6,PTHR19241-1
1,0.7573090803549763,157,GO:0033344,34,6,1,6,PTHR19241-1
1,0.7557778166625645,161,GO:0033344,32,6,1,6,PTHR19241-1
1,0.727212752064202,22,GO:0043015,14,15,1,10,PTHR19302-1
1,0.7925288617859436,61,GO:0043015,24,21,1,10,PTHR19302-1
1,0.7775273105915068,87,GO:0043015,17,14,1,10,PTHR19302-1
1,0.7492111473412368,100,GO:0043015,14,11,1,10,PTHR19302-1
1,0.5957912318538284,125,GO:0043015,9,11,1,10,PTHR19302-1
1,0.6643068384877788,190,GO:0043015,12,13,1,10,PTHR19302-1
1,0.7408711528212978,241,GO:0043015,12,17,1,10,PTHR19302-1
1,0.7715098180330684,276,GO:0043015,15,17,1,10,PTHR19302-1
1,0.7943067818468302,292,GO:0043015,11,6,1,10,PTHR19302-1
1,0.7848611229950908,297,GO:0043015,11,6,1,10,PTHR19302-1
0,0.6324556311910208,308,GO:0043015,NA,9,1,10,PTHR19302-1
1,0.6802749232922651,38,GO:0009986,13,14,1,7,PTHR19325-1
1,0.6127054516394737,52,GO:0009986,7,12,1,7,PTHR19325-1
0,0.8351739242805464,58,GO:0009986,NA,7,1,7,PTHR19325-1
1,0.6558478799117357,73,GO:0009986,11,12,1,7,PTHR19325-1
1,0.8561874320999739,188,GO:0009986,35,2,1,7,PTHR19325-1
1,0.8519271868050097,189,GO:0009986,35,2,1,7,PTHR19325-1
1,0.7501970962289888,288,GO:0009986,40,6,1,7,PTHR19325-1
1,0.7516186551473715,294,GO:0009986,38,6,1,7,PTHR19325-1
0,0.7044124692396145,19,GO:0005730,NA,24,1,4,PTHR19376-1
1,0.6816873906422335,159,GO:0005730,31,6,1,4,PTHR19376-1
1,0.709181045535731,167,GO:0005730,27,6,1,4,PTHR19376-1
1,0.5554124295307766,176,GO:0005730,24,9,1,4,PTHR19376-1
1,0.5990386426901291,296,GO:0005730,29,13,1,4,PTHR19376-1
0,0.5965268999168477,97,GO:0001542,NA,18,1,1,PTHR19384-1
1,0.42166659960701447,117,GO:0001542,18,NA,1,1,PTHR19384-1
1,0.6367344909085487,11,GO:0045893,23,20,1,6,PTHR19818-1
1,0.6600559314784862,36,GO:0045893,19,20,1,6,PTHR19818-1
0,0.7538265066645261,66,GO:0045893,NA,19,1,6,PTHR19818-1
1,0.698819717429149,113,GO:0045893,30,10,1,6,PTHR19818-1
1,0.6715680715602307,130,GO:0045893,26,10,1,6,PTHR19818-1
1,0.6588338858840982,149,GO:0045893,32,20,1,6,PTHR19818-1
1,0.6673659018162477,178,GO:0045893,31,19,1,6,PTHR19818-1
1,0.4202077368818953,1,GO:0038202,21,NA,1,1,PTHR19842-1
0,0.5634680839102918,28,GO:0038202,NA,21,1,1,PTHR19842-1
0,0.6088915076612591,4,GO:0005634,NA,14,1,3,PTHR19849-1
1,0.7062891015518272,15,GO:0005634,26,5,1,3,PTHR19849-1
1,0.6972465627549255,18,GO:0005634,25,5,1,3,PTHR19849-1
1,0.42700939508680125,61,GO:0005634,14,19,1,3,PTHR19849-1
0,0.5724013951550101,22,GO:0005730,NA,24,1,1,PTHR19879-1
1,0.3885847916672417,57,GO:0005730,24,NA,1,1,PTHR19879-1
0,0.6284354428252944,443,GO:0005765,NA,31,1,2,PTHR19957-1
1,0.5034686965018176,500,GO:0005765,31,38,1,2,PTHR19957-1
1,0.4877277693256857,837,GO:0005765,37,38,1,2,PTHR19957-1
0,0.5580404952561132,310,GO:0034498,NA,36,1,1,PTHR19957-2
1,0.42482812100222195,630,GO:0034498,36,NA,1,1,PTHR19957-2
1,0.3539190825359387,37,GO:0005516,14,NA,1,1,PTHR20275-1
0,0.5322959151406155,143,GO:0005516,NA,14,1,1,PTHR20275-1
1,0.8048402509245042,11,GO:0008839,14,2,1,4,PTHR20836-1
1,0.7745737176135586,12,GO:0008839,14,2,1,4,PTHR20836-1
0,0.6231063177848636,25,GO:0008839,NA,11,1,4,PTHR20836-1
1,0.4045712043228673,43,GO:0008839,11,6,1,4,PTHR20836-1
1,0.5248656602985602,67,GO:0008839,13,6,1,4,PTHR20836-1
1,0.4964782326044952,1,GO:0008902,2,2,1,4,PTHR20858-1
0,0.9036778608196439,2,GO:0008902,NA,2,1,4,PTHR20858-1
1,0.5361598174012491,3,GO:0008902,2,2,1,4,PTHR20858-1
1,0.5218281644759042,24,GO:0008902,13,12,1,4,PTHR20858-1
1,0.465174623061585,75,GO:0008902,15,12,1,4,PTHR20858-1
1,0.5019833315324421,1,GO:0008972,2,2,1,3,PTHR20858-2
0,0.9010624915254146,2,GO:0008972,NA,2,1,3,PTHR20858-2
1,0.5205156671838276,3,GO:0008972,2,2,1,3,PTHR20858-2
1,0.45683895037961897,24,GO:0008972,13,13,1,3,PTHR20858-2
0,0.5302435560515862,31,GO:0004619,NA,12,1,1,PTHR20935-1
1,0.252847632800597,40,GO:0004619,12,NA,1,1,PTHR20935-1
1,0.6028446234760491,1,GO:0004156,15,15,1,5,PTHR20941-1
1,0.6160198475343535,27,GO:0004156,13,13,1,5,PTHR20941-1
0,0.7207907041558713,48,GO:0004156,NA,4,1,5,PTHR20941-1
1,0.3653697137380495,50,GO:0004156,4,6,1,5,PTHR20941-1
1,0.6276120436890575,73,GO:0004156,6,3,1,5,PTHR20941-1
1,0.6679576289240816,76,GO:0004156,7,3,1,5,PTHR20941-1
1,0.3024582953312655,1,GO:0030223,6,NA,1,1,PTHR20955-1
0,0.6679405106424825,5,GO:0030223,NA,6,1,1,PTHR20955-1
0,0.39073737387227053,92,GO:0004106,NA,6,1,1,PTHR21022-1
1,0.2728291979127661,114,GO:0004106,6,NA,1,1,PTHR21022-1
0,0.5670073463991979,108,GO:0097352,NA,20,1,1,PTHR21136-1
1,0.38061029605626295,130,GO:0097352,20,NA,1,1,PTHR21136-1
0,0.6106087242840907,4,GO:0006888,NA,24,1,2,PTHR21230-1
1,0.4771205662317284,37,GO:0006888,24,30,1,2,PTHR21230-1
1,0.492673544505955,158,GO:0006888,38,30,1,2,PTHR21230-1
1,0.4109881362062703,10,GO:0050613,18,16,1,3,PTHR21257-1
0,0.6306163952582555,132,GO:0050613,NA,16,1,3,PTHR21257-1
1,0.7032425232991414,145,GO:0050613,17,3,1,3,PTHR21257-1
1,0.682532756462305,147,GO:0050613,16,3,1,3,PTHR21257-1
0,0.6261400100266139,1,GO:0060857,NA,6,1,2,PTHR21284-1
1,0.3334047374380547,4,GO:0060857,6,11,1,2,PTHR21284-1
1,0.3895244039562599,9,GO:0060857,11,11,1,2,PTHR21284-1
0,0.6702088229073386,59,GO:0003935,NA,6,1,2,PTHR21327-1
1,0.3585917504390035,64,GO:0003935,6,17,1,2,PTHR21327-1
1,0.40013771447774926,131,GO:0003935,17,17,1,2,PTHR21327-1
1,0.41463432223927404,1,GO:0034088,19,NA,1,1,PTHR21394-1
0,0.43955840546782593,39,GO:0034088,NA,19,1,1,PTHR21394-1
0,0.5992091388090297,5,GO:0005769,NA,21,1,2,PTHR21512-1
1,0.4550363755051046,42,GO:0005769,22,15,1,2,PTHR21512-1
1,0.36767736688822056,74,GO:0005769,21,15,1,2,PTHR21512-1
0,0.5481390994329332,5,GO:0005794,NA,19,1,1,PTHR21512-2
1,0.37934636721564785,34,GO:0005794,19,NA,1,1,PTHR21512-2
1,0.11996536320356894,41,GO:0000070,2,NA,1,1,PTHR21577-1
0,0.5168565405753839,42,GO:0000070,NA,2,1,1,PTHR21577-1
0,0.5616500525285527,133,GO:0043130,NA,37,1,1,PTHR21646-1
1,0.4218308555676219,373,GO:0043130,37,NA,1,1,PTHR21646-1
1,0.7156100806634356,11,GO:0004614,25,7,1,10,PTHR22573-1
1,0.7308679979470224,18,GO:0004614,26,7,1,10,PTHR22573-1
0,0.7969659887288264,34,GO:0004614,NA,19,1,10,PTHR22573-1
1,0.8635420717892595,53,GO:0004614,19,4,1,10,PTHR22573-1
1,0.920146529681624,55,GO:0004614,19,2,1,10,PTHR22573-1
1,0.9162857844577293,56,GO:0004614,19,2,1,10,PTHR22573-1
1,0.7120831053348352,86,GO:0004614,19,16,1,10,PTHR22573-1
1,0.895957820894351,96,GO:0004614,25,2,1,10,PTHR22573-1
1,0.9041844127327097,97,GO:0004614,25,2,1,10,PTHR22573-1
